item_id,cg_level,irony_label,base_utterance,full_prompt,model_output
C2_25_L_I,low,ironic,You are so great at staying calm.,"Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""",Yes.
C2_25_L_NI,low,non-ironic,You are so great at staying calm.,"Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""",Yes.
C2_25_H_I,high,ironic,You are so great at staying calm.,"Background (known to both): The moment things got difficult, he raised his voice and started blaming other people in the room. Both parties know that staying calm means maintaining composure even when things go wrong.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""","Yes.

The statement is ironic because it directly contradicts the established background – that maintaining composure is crucial when things get difficult. Saying someone is ""so great at staying calm"" while they are blaming others is a deliberate and ironic contrast."
C2_25_H_NI,high,non-ironic,You are so great at staying calm.,"Background (known to both): Even when the situation became chaotic, she spoke slowly, listened carefully, and kept everyone focused. Both parties share the understanding that staying calm means regulating one's reactions under pressure.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""","Yes.

The background emphasizes her calm demeanor, and the statement directly contradicts that by praising her for the *opposite* of staying calm – being great at staying calm. It’s ironic because it’s praising a quality that’s inherently linked to a challenging situation."
C2_26_L_I,low,ironic,You always know exactly what to say.,"Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""",Yes
C2_26_L_NI,low,non-ironic,You always know exactly what to say.,"Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""",Yes
C2_26_H_I,high,ironic,You always know exactly what to say.,"Background (known to both): He responded to the difficult news by saying he did not know what to say and then changed the subject. Both speaker and listener understand that knowing what to say means offering words that are helpful or comforting in the moment.
 

 Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""","Yes. 

The statement directly contradicts the established background – the speaker’s initial response of not knowing what to say and changing the subject. It implies the opposite of what’s being said."
C2_26_H_NI,high,non-ironic,You always know exactly what to say.,"Background (known to both): Without hesitation, she said exactly the right thing and the other person immediately felt understood and supported. Both parties know that knowing what to say means responding in a way that genuinely helps the other person.
 

 Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""","Yes. 

The statement directly contradicts the background provided – that knowing what to say *helps* the other person. Saying “You always know exactly what to say” implies a passive, perhaps even manipulative, response, which is the opposite of genuine support."
C2_27_L_I,low,ironic,You are such a team player.,"Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""",Yes.
C2_27_L_NI,low,non-ironic,You are such a team player.,"Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""",Yes.
C2_27_H_I,high,ironic,You are such a team player.,"Background (known to both): He refused to share his notes, missed the group call, and submitted his section without checking it with the others. Both parties know that being a team player means contributing to the group and putting shared goals above personal convenience.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""","Yes.

The statement is ironic because the described behavior directly contradicts the definition of a team player. It highlights a lack of collaboration and a disregard for shared goals."
C2_27_H_NI,high,non-ironic,You are such a team player.,"Background (known to both): She stayed late to help a struggling colleague, shared all her resources, and made sure everyone's contributions were acknowledged. Both parties understand that being a team player means actively supporting others and prioritising the group's success.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""","Yes.

The context explicitly states that both parties understand and value teamwork and supporting others. Saying “You are such a team player” directly contradicts this understanding, making it ironic."
C2_28_L_I,low,ironic,You are so good at keeping your cool.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""",Yes
C2_28_L_NI,low,non-ironic,You are so good at keeping your cool.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""",Yes
C2_28_H_I,high,ironic,You are so good at keeping your cool.,"Background (known to both): As soon as the other driver made a mistake, she rolled down the window and started shouting. Both parties understand that keeping your cool means not reacting aggressively when things go wrong.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""","Yes. 

The statement is ironic because the context – the driver rolling down the window and shouting after a mistake – directly contradicts the advice about keeping your cool. It’s the *opposite* of what’s expected."
C2_28_H_NI,high,non-ironic,You are so good at keeping your cool.,"Background (known to both): Even when the other driver cut him off, he simply adjusted his speed and carried on without reacting. Both parties know that keeping your cool means responding to provocations calmly and without escalating.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""","Yes. 

The statement directly contradicts the background provided – that adjusting speed and continuing without reacting is the key to maintaining composure. The irony lies in the speaker praising someone for a behavior that is the opposite of what’s expected in a situation where someone cuts them off."
C2_29_L_I,low,ironic,You are so mindful of other people's time.,"Is the following statement ironic? Answer with yes or no.
  ""You are so mindful of other people's time.""",Yes
C2_29_L_NI,low,non-ironic,You are so mindful of other people's time.,"Is the following statement ironic? Answer with yes or no.
  ""You are so mindful of other people's time.""",Yes
C2_29_H_I,high,ironic,You are so mindful of other people's time.,"Background (known to both): She scheduled a two-hour meeting for something that could have been a three-line email. Both speaker and listener share the understanding that being mindful of time means not wasting it unnecessarily.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so mindful of other people's time.""","Yes. 

The statement is ironic because it directly contradicts the shared understanding of the situation – that being mindful of time means not wasting it unnecessarily. The speaker is highlighting their own awareness of time, while the listener is pointing out a waste of time."
C2_29_H_NI,high,non-ironic,You are so mindful of other people's time.,"Background (known to both): He checked whether everyone was available before scheduling and kept the meeting to twelve focused minutes. Both parties know that being mindful of time means respecting others' schedules and keeping things efficient.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so mindful of other people's time.""","Yes. 

The statement directly points out the behavior of checking availability and sticking to a short meeting, which is a demonstration of being mindful of others’ time. It’s ironic because it’s the opposite of being mindful."
C2_30_L_I,low,ironic,You are always so supportive.,"Is the following statement ironic? Answer with yes or no.
  ""You are always so supportive.""",Yes.
C2_30_L_NI,low,non-ironic,You are always so supportive.,"Is the following statement ironic? Answer with yes or no.
  ""You are always so supportive.""",Yes.
C2_30_H_I,high,ironic,You are always so supportive.,"Background (known to both): When she shared her idea, he immediately listed everything wrong with it without acknowledging a single strength. Both parties understand that being supportive means encouraging others and acknowledging their efforts.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are always so supportive.""","Yes.

The statement directly contradicts the established background – the focus on encouragement and acknowledging strengths. The speaker’s statement implies the opposite of what’s being said."
C2_30_H_NI,high,non-ironic,You are always so supportive.,"Background (known to both): When she shared her idea, he highlighted what was strong about it first and then offered thoughtful suggestions. Both parties know that being supportive means responding to others' ideas in a way that builds confidence and trust.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are always so supportive.""","Yes.

The statement is ironic because it directly contradicts the established behavior of both parties – highlighting strengths and offering thoughtful suggestions – and then claims the person is *always* supportive. It’s a flip of expectations."
